time,flow,hour,day_of_week,is_holiday,neighbor_flow
2018-01-08 22:35:00,123.0,22,0,0,115.0
2018-01-08 22:40:00,129.0,22,0,0,129.0
2018-01-08 22:45:00,116.0,22,0,0,95.0
2018-01-08 22:50:00,113.0,22,0,0,107.0
2018-01-08 22:55:00,81.0,22,0,0,83.0
2018-01-08 23:00:00,104.0,23,0,0,84.0
2018-01-08 23:05:00,70.0,23,0,0,65.0
2018-01-08 23:10:00,100.0,23,0,0,85.0
2018-01-08 23:15:00,91.0,23,0,0,79.0
2018-01-08 23:20:00,64.0,23,0,0,69.0
2018-01-08 23:25:00,10.0,23,0,0,79.0
2018-01-08 23:30:00,72.0,23,0,0,56.0
2018-01-08 23:35:00,66.0,23,0,0,73.0
2018-01-08 23:40:00,79.0,23,0,0,68.0
2018-01-08 23:45:00,75.0,23,0,0,62.0
2018-01-08 23:50:00,60.0,23,0,0,70.0
2018-01-08 23:55:00,87.0,23,0,0,73.0
2018-01-09 00:00:00,81.0,0,1,0,69.0
2018-01-09 00:05:00,64.0,0,1,0,63.0
2018-01-09 00:10:00,54.0,0,1,0,50.0
2018-01-09 00:15:00,57.0,0,1,0,43.0
2018-01-09 00:20:00,54.0,0,1,0,41.0
2018-01-09 00:25:00,47.0,0,1,0,40.0
2018-01-09 00:30:00,44.0,0,1,0,27.0
2018-01-09 00:35:00,35.0,0,1,0,33.0
2018-01-09 00:40:00,35.0,0,1,0,32.0
2018-01-09 00:45:00,33.0,0,1,0,78.0
2018-01-09 00:50:00,82.0,0,1,0,71.0
2018-01-09 00:55:00,75.0,0,1,0,33.0
2018-01-09 01:00:00,36.0,1,1,0,36.0
2018-01-09 01:05:00,42.0,1,1,0,36.0
2018-01-09 01:10:00,30.0,1,1,0,29.0
2018-01-09 01:15:00,43.0,1,1,0,46.0
2018-01-09 01:20:00,45.0,1,1,0,26.0
2018-01-09 01:25:00,28.0,1,1,0,22.0
2018-01-09 01:30:00,15.0,1,1,0,34.0
2018-01-09 01:35:00,32.0,1,1,0,35.0
2018-01-09 01:40:00,41.0,1,1,0,22.0
2018-01-09 01:45:00,25.0,1,1,0,29.0
2018-01-09 01:50:00,25.0,1,1,0,16.0
2018-01-09 01:55:00,27.0,1,1,0,16.0
2018-01-09 02:00:00,18.0,2,1,0,32.0
2018-01-09 02:05:00,43.0,2,1,0,20.0
2018-01-09 02:10:00,29.0,2,1,0,19.0
2018-01-09 02:15:00,25.0,2,1,0,30.0
2018-01-09 02:20:00,24.0,2,1,0,32.0
2018-01-09 02:25:00,31.0,2,1,0,21.0
2018-01-09 02:30:00,24.0,2,1,0,28.0
2018-01-09 02:35:00,22.0,2,1,0,28.0
2018-01-09 02:40:00,52.0,2,1,0,30.0
2018-01-09 02:45:00,39.0,2,1,0,30.0
2018-01-09 02:50:00,26.0,2,1,0,25.0
2018-01-09 02:55:00,37.0,2,1,0,20.0
2018-01-09 03:00:00,37.0,3,1,0,35.0
2018-01-09 03:05:00,28.0,3,1,0,44.0
2018-01-09 03:10:00,52.0,3,1,0,24.0
2018-01-09 03:15:00,35.0,3,1,0,31.0
2018-01-09 03:20:00,57.0,3,1,0,40.0
2018-01-09 03:25:00,64.0,3,1,0,35.0
2018-01-09 03:30:00,43.0,3,1,0,34.0
2018-01-09 03:35:00,43.0,3,1,0,47.0
2018-01-09 03:40:00,51.0,3,1,0,49.0
2018-01-09 03:45:00,63.0,3,1,0,48.0
2018-01-09 03:50:00,74.0,3,1,0,64.0
2018-01-09 03:55:00,63.0,3,1,0,61.0
2018-01-09 04:00:00,67.0,4,1,0,52.0
2018-01-09 04:05:00,67.0,4,1,0,65.0
2018-01-09 04:10:00,72.0,4,1,0,76.0
2018-01-09 04:15:00,85.0,4,1,0,85.0
2018-01-09 04:20:00,103.0,4,1,0,78.0
2018-01-09 04:25:00,91.0,4,1,0,89.0
2018-01-09 04:30:00,107.0,4,1,0,114.0
2018-01-09 04:35:00,147.0,4,1,0,118.0
2018-01-09 04:40:00,161.0,4,1,0,104.0
2018-01-09 04:45:00,163.0,4,1,0,130.0
2018-01-09 04:50:00,181.0,4,1,0,120.0
2018-01-09 04:55:00,144.0,4,1,0,158.0
2018-01-09 05:00:00,185.0,5,1,0,141.0
2018-01-09 05:05:00,203.0,5,1,0,177.0
2018-01-09 05:10:00,218.0,5,1,0,156.0
2018-01-09 05:15:00,161.0,5,1,0,141.0
2018-01-09 05:20:00,177.0,5,1,0,168.0
2018-01-09 05:25:00,207.0,5,1,0,202.0
2018-01-09 05:30:00,251.0,5,1,0,167.0
2018-01-09 05:35:00,221.0,5,1,0,204.0
2018-01-09 05:40:00,236.0,5,1,0,195.0
2018-01-09 05:45:00,276.0,5,1,0,202.0
2018-01-09 05:50:00,263.0,5,1,0,183.0
2018-01-09 05:55:00,227.0,5,1,0,192.0
2018-01-09 06:00:00,213.0,6,1,0,202.0
2018-01-09 06:05:00,256.0,6,1,0,214.0
2018-01-09 06:10:00,244.0,6,1,0,148.0
2018-01-09 06:15:00,271.0,6,1,0,179.0
2018-01-09 06:20:00,262.0,6,1,0,158.0
2018-01-09 06:25:00,328.0,6,1,0,181.0
2018-01-09 06:30:00,338.0,6,1,0,267.0
2018-01-09 06:35:00,372.0,6,1,0,280.0
2018-01-09 06:40:00,347.0,6,1,0,404.0
2018-01-09 06:45:00,435.0,6,1,0,310.0
2018-01-09 06:50:00,424.0,6,1,0,420.0
2018-01-09 06:55:00,424.0,6,1,0,393.0
2018-01-09 07:00:00,473.0,7,1,0,427.0
2018-01-09 07:05:00,464.0,7,1,0,404.0
2018-01-09 07:10:00,557.0,7,1,0,539.0
2018-01-09 07:15:00,454.0,7,1,0,586.0
2018-01-09 07:20:00,551.0,7,1,0,610.0
2018-01-09 07:25:00,575.0,7,1,0,524.0
2018-01-09 07:30:00,468.0,7,1,0,425.0
2018-01-09 07:35:00,377.0,7,1,0,415.0
2018-01-09 07:40:00,504.0,7,1,0,268.0
2018-01-09 07:45:00,357.0,7,1,0,349.0
2018-01-09 07:50:00,414.0,7,1,0,318.0
2018-01-09 07:55:00,454.0,7,1,0,318.0
2018-01-09 08:00:00,427.0,8,1,0,306.0
2018-01-09 08:05:00,399.0,8,1,0,357.0
2018-01-09 08:10:00,335.0,8,1,0,425.0
2018-01-09 08:15:00,447.0,8,1,0,455.0
2018-01-09 08:20:00,378.0,8,1,0,205.0
2018-01-09 08:25:00,427.0,8,1,0,388.0
2018-01-09 08:30:00,350.0,8,1,0,254.0
2018-01-09 08:35:00,355.0,8,1,0,302.0
2018-01-09 08:40:00,427.0,8,1,0,323.0
2018-01-09 08:45:00,337.0,8,1,0,339.0
2018-01-09 08:50:00,323.0,8,1,0,273.0
2018-01-09 08:55:00,367.0,8,1,0,337.0
2018-01-09 09:00:00,376.0,9,1,0,234.0
2018-01-09 09:05:00,411.0,9,1,0,320.0
2018-01-09 09:10:00,377.0,9,1,0,295.0
2018-01-09 09:15:00,308.0,9,1,0,268.0
2018-01-09 09:20:00,329.0,9,1,0,298.0
2018-01-09 09:25:00,271.0,9,1,0,441.0
2018-01-09 09:30:00,315.0,9,1,0,278.0
2018-01-09 09:35:00,331.0,9,1,0,227.0
2018-01-09 09:40:00,317.0,9,1,0,302.0
2018-01-09 09:45:00,356.0,9,1,0,263.0
2018-01-09 09:50:00,354.0,9,1,0,323.0
2018-01-09 09:55:00,303.0,9,1,0,273.0
2018-01-09 10:00:00,321.0,10,1,0,300.0
2018-01-09 10:05:00,266.0,10,1,0,293.0
2018-01-09 10:10:00,284.0,10,1,0,232.0
2018-01-09 10:15:00,330.0,10,1,0,265.0
2018-01-09 10:20:00,312.0,10,1,0,281.0
2018-01-09 10:25:00,324.0,10,1,0,263.0
2018-01-09 10:30:00,337.0,10,1,0,289.0
2018-01-09 10:35:00,260.0,10,1,0,245.0
2018-01-09 10:40:00,329.0,10,1,0,191.0
2018-01-09 10:45:00,336.0,10,1,0,285.0
2018-01-09 10:50:00,256.0,10,1,0,333.0
2018-01-09 10:55:00,295.0,10,1,0,226.0
2018-01-09 11:00:00,270.0,11,1,0,231.0
2018-01-09 11:05:00,298.0,11,1,0,282.0
2018-01-09 11:10:00,272.0,11,1,0,248.0
2018-01-09 11:15:00,309.0,11,1,0,232.0
2018-01-09 11:20:00,233.0,11,1,0,255.0
2018-01-09 11:25:00,294.0,11,1,0,172.0
2018-01-09 11:30:00,234.0,11,1,0,263.0
2018-01-09 11:35:00,290.0,11,1,0,249.0
2018-01-09 11:40:00,262.0,11,1,0,307.0
2018-01-09 11:45:00,300.0,11,1,0,195.0
2018-01-09 11:50:00,256.0,11,1,0,255.0
2018-01-09 11:55:00,307.0,11,1,0,262.0
2018-01-09 12:00:00,255.0,12,1,0,239.0
2018-01-09 12:05:00,273.0,12,1,0,284.0
2018-01-09 12:10:00,285.0,12,1,0,232.0
2018-01-09 12:15:00,289.0,12,1,0,276.0
2018-01-09 12:20:00,254.0,12,1,0,297.0
2018-01-09 12:25:00,294.0,12,1,0,109.0
2018-01-09 12:30:00,254.0,12,1,0,142.0
2018-01-09 12:35:00,261.0,12,1,0,237.0
2018-01-09 12:40:00,330.0,12,1,0,257.0
2018-01-09 12:45:00,323.0,12,1,0,325.0
2018-01-09 12:50:00,267.0,12,1,0,162.0
2018-01-09 12:55:00,300.0,12,1,0,290.0
2018-01-09 13:00:00,272.0,13,1,0,222.0
2018-01-09 13:05:00,319.0,13,1,0,206.0
2018-01-09 13:10:00,269.0,13,1,0,181.0
2018-01-09 13:15:00,275.0,13,1,0,210.0
2018-01-09 13:20:00,340.0,13,1,0,263.0
2018-01-09 13:25:00,305.0,13,1,0,315.0
2018-01-09 13:30:00,264.0,13,1,0,338.0
2018-01-09 13:35:00,277.0,13,1,0,291.0
2018-01-09 13:40:00,335.0,13,1,0,219.0
2018-01-09 13:45:00,276.0,13,1,0,292.0
2018-01-09 13:50:00,268.0,13,1,0,199.0
2018-01-09 13:55:00,250.0,13,1,0,236.0
2018-01-09 14:00:00,309.0,14,1,0,350.0
2018-01-09 14:05:00,329.0,14,1,0,252.0
2018-01-09 14:10:00,335.0,14,1,0,253.0
2018-01-09 14:15:00,379.0,14,1,0,316.0
2018-01-09 14:20:00,355.0,14,1,0,361.0
2018-01-09 14:25:00,367.0,14,1,0,336.0
2018-01-09 14:30:00,265.0,14,1,0,390.0
2018-01-09 14:35:00,368.0,14,1,0,358.0
2018-01-09 14:40:00,351.0,14,1,0,262.0
2018-01-09 14:45:00,394.0,14,1,0,207.0
2018-01-09 14:50:00,324.0,14,1,0,373.0
2018-01-09 14:55:00,339.0,14,1,0,306.0
2018-01-09 15:00:00,337.0,15,1,0,316.0
2018-01-09 15:05:00,288.0,15,1,0,310.0
2018-01-09 15:10:00,407.0,15,1,0,401.0
2018-01-09 15:15:00,396.0,15,1,0,288.0
2018-01-09 15:20:00,336.0,15,1,0,393.0
2018-01-09 15:25:00,408.0,15,1,0,327.0
2018-01-09 15:30:00,333.0,15,1,0,411.0
2018-01-09 15:35:00,374.0,15,1,0,309.0
2018-01-09 15:40:00,348.0,15,1,0,249.0
2018-01-09 15:45:00,216.0,15,1,0,409.0
2018-01-09 15:50:00,248.0,15,1,0,338.0
2018-01-09 15:55:00,241.0,15,1,0,437.0
2018-01-09 16:00:00,265.0,16,1,0,340.0
2018-01-09 16:05:00,237.0,16,1,0,428.0
2018-01-09 16:10:00,249.0,16,1,0,442.0
2018-01-09 16:15:00,212.0,16,1,0,268.0
2018-01-09 16:20:00,280.0,16,1,0,401.0
2018-01-09 16:25:00,234.0,16,1,0,357.0
2018-01-09 16:30:00,300.0,16,1,0,366.0
2018-01-09 16:35:00,148.0,16,1,0,489.0
2018-01-09 16:40:00,292.0,16,1,0,220.0
2018-01-09 16:45:00,321.0,16,1,0,472.0
2018-01-09 16:50:00,246.0,16,1,0,498.0
2018-01-09 16:55:00,306.0,16,1,0,440.0
2018-01-09 17:00:00,226.0,17,1,0,470.0
2018-01-09 17:05:00,306.0,17,1,0,382.0
2018-01-09 17:10:00,280.0,17,1,0,527.0
2018-01-09 17:15:00,337.0,17,1,0,396.0
2018-01-09 17:20:00,295.0,17,1,0,519.0
2018-01-09 17:25:00,290.0,17,1,0,518.0
2018-01-09 17:30:00,203.0,17,1,0,541.0
2018-01-09 17:35:00,280.0,17,1,0,482.0
2018-01-09 17:40:00,285.0,17,1,0,479.0
2018-01-09 17:45:00,290.0,17,1,0,337.0
2018-01-09 17:50:00,240.0,17,1,0,462.0
2018-01-09 17:55:00,268.0,17,1,0,468.0
2018-01-09 18:00:00,272.0,18,1,0,349.0
2018-01-09 18:05:00,231.0,18,1,0,302.0
2018-01-09 18:10:00,238.0,18,1,0,346.0
2018-01-09 18:15:00,237.0,18,1,0,442.0
2018-01-09 18:20:00,203.0,18,1,0,388.0
2018-01-09 18:25:00,273.0,18,1,0,375.0
2018-01-09 18:30:00,197.0,18,1,0,363.0
2018-01-09 18:35:00,182.0,18,1,0,362.0
2018-01-09 18:40:00,211.0,18,1,0,313.0
2018-01-09 18:45:00,221.0,18,1,0,325.0
2018-01-09 18:50:00,226.0,18,1,0,317.0
2018-01-09 18:55:00,167.0,18,1,0,204.0
2018-01-09 19:00:00,171.0,19,1,0,240.0
2018-01-09 19:05:00,178.0,19,1,0,343.0
2018-01-09 19:10:00,206.0,19,1,0,226.0
2018-01-09 19:15:00,155.0,19,1,0,258.0
2018-01-09 19:20:00,206.0,19,1,0,261.0
2018-01-09 19:25:00,175.0,19,1,0,222.0
2018-01-09 19:30:00,173.0,19,1,0,240.0
2018-01-09 19:35:00,155.0,19,1,0,236.0
2018-01-09 19:40:00,132.0,19,1,0,244.0
2018-01-09 19:45:00,132.0,19,1,0,148.0
2018-01-09 19:50:00,144.0,19,1,0,268.0
2018-01-09 19:55:00,132.0,19,1,0,200.0
2018-01-09 20:00:00,144.0,20,1,0,186.0
2018-01-09 20:05:00,126.0,20,1,0,240.0
2018-01-09 20:10:00,124.0,20,1,0,220.0
2018-01-09 20:15:00,144.0,20,1,0,212.0
2018-01-09 20:20:00,137.0,20,1,0,235.0
2018-01-09 20:25:00,130.0,20,1,0,189.0
2018-01-09 20:30:00,119.0,20,1,0,195.0
2018-01-09 20:35:00,86.0,20,1,0,199.0
2018-01-09 20:40:00,108.0,20,1,0,230.0
2018-01-09 20:45:00,121.0,20,1,0,198.0
2018-01-09 20:50:00,109.0,20,1,0,193.0
2018-01-09 20:55:00,87.0,20,1,0,210.0
2018-01-09 21:00:00,94.0,21,1,0,179.0
2018-01-09 21:05:00,131.0,21,1,0,181.0
2018-01-09 21:10:00,89.0,21,1,0,181.0
2018-01-09 21:15:00,134.0,21,1,0,159.0
2018-01-09 21:20:00,115.0,21,1,0,223.0
2018-01-09 21:25:00,134.0,21,1,0,197.0
2018-01-09 21:30:00,108.0,21,1,0,184.0
2018-01-09 21:35:00,105.0,21,1,0,183.0
2018-01-09 21:40:00,111.0,21,1,0,170.0
2018-01-09 21:45:00,155.0,21,1,0,200.0
2018-01-09 21:50:00,126.0,21,1,0,144.0
2018-01-09 21:55:00,100.0,21,1,0,162.0
2018-01-09 22:00:00,99.0,22,1,0,190.0
2018-01-09 22:05:00,90.0,22,1,0,153.0
2018-01-09 22:10:00,91.0,22,1,0,174.0
2018-01-09 22:15:00,102.0,22,1,0,174.0
2018-01-09 22:20:00,97.0,22,1,0,139.0
2018-01-09 22:25:00,93.0,22,1,0,126.0
2018-01-09 22:30:00,78.0,22,1,0,128.0
2018-01-09 22:35:00,76.0,22,1,0,137.0
2018-01-09 22:40:00,68.0,22,1,0,108.0
2018-01-09 22:45:00,82.0,22,1,0,118.0
2018-01-09 22:50:00,88.0,22,1,0,103.0
2018-01-09 22:55:00,70.0,22,1,0,90.0
2018-01-09 23:00:00,50.0,23,1,0,101.0
2018-01-09 23:05:00,50.0,23,1,0,95.0
2018-01-09 23:10:00,57.0,23,1,0,84.0
2018-01-09 23:15:00,48.0,23,1,0,99.0
2018-01-09 23:20:00,48.0,23,1,0,82.0
2018-01-09 23:25:00,24.0,23,1,0,73.0
2018-01-09 23:30:00,61.0,23,1,0,81.0
2018-01-09 23:35:00,47.0,23,1,0,78.0
2018-01-09 23:40:00,35.0,23,1,0,83.0
2018-01-09 23:45:00,57.0,23,1,0,53.0
2018-01-09 23:50:00,18.0,23,1,0,53.0
2018-01-09 23:55:00,25.0,23,1,0,61.0
2018-01-10 00:00:00,41.0,0,2,0,54.0
2018-01-10 00:05:00,31.0,0,2,0,46.0
2018-01-10 00:10:00,43.0,0,2,0,54.0
2018-01-10 00:15:00,39.0,0,2,0,64.0
2018-01-10 00:20:00,26.0,0,2,0,60.0
2018-01-10 00:25:00,27.0,0,2,0,51.0
2018-01-10 00:30:00,37.0,0,2,0,43.0
2018-01-10 00:35:00,36.0,0,2,0,40.0
2018-01-10 00:40:00,17.0,0,2,0,42.0
2018-01-10 00:45:00,22.0,0,2,0,32.0
2018-01-10 00:50:00,18.0,0,2,0,30.0
2018-01-10 00:55:00,23.0,0,2,0,37.0
2018-01-10 01:00:00,33.0,1,2,0,32.0
2018-01-10 01:05:00,33.0,1,2,0,37.0
2018-01-10 01:10:00,20.0,1,2,0,32.0
2018-01-10 01:15:00,21.0,1,2,0,42.0
2018-01-10 01:20:00,17.0,1,2,0,39.0
2018-01-10 01:25:00,21.0,1,2,0,22.0
2018-01-10 01:30:00,12.0,1,2,0,27.0
2018-01-10 01:35:00,20.0,1,2,0,35.0
2018-01-10 01:40:00,13.0,1,2,0,31.0
2018-01-10 01:45:00,15.0,1,2,0,21.0
2018-01-10 01:50:00,23.0,1,2,0,23.0
2018-01-10 01:55:00,9.0,1,2,0,36.0
2018-01-10 02:00:00,10.0,2,2,0,21.0
2018-01-10 02:05:00,24.0,2,2,0,30.0
2018-01-10 02:10:00,22.0,2,2,0,21.0
2018-01-10 02:15:00,19.0,2,2,0,23.0
2018-01-10 02:20:00,17.0,2,2,0,33.0
2018-01-10 02:25:00,22.0,2,2,0,21.0
2018-01-10 02:30:00,11.0,2,2,0,23.0
2018-01-10 02:35:00,15.0,2,2,0,27.0
2018-01-10 02:40:00,19.0,2,2,0,24.0
2018-01-10 02:45:00,12.0,2,2,0,20.0
2018-01-10 02:50:00,13.0,2,2,0,29.0
2018-01-10 02:55:00,22.0,2,2,0,32.0
2018-01-10 03:00:00,15.0,3,2,0,18.0
2018-01-10 03:05:00,24.0,3,2,0,31.0
2018-01-10 03:10:00,20.0,3,2,0,32.0
2018-01-10 03:15:00,24.0,3,2,0,21.0
2018-01-10 03:20:00,22.0,3,2,0,33.0
2018-01-10 03:25:00,18.0,3,2,0,46.0
2018-01-10 03:30:00,37.0,3,2,0,47.0
2018-01-10 03:35:00,35.0,3,2,0,38.0
2018-01-10 03:40:00,24.0,3,2,0,42.0
2018-01-10 03:45:00,45.0,3,2,0,61.0
2018-01-10 03:50:00,50.0,3,2,0,42.0
2018-01-10 03:55:00,32.0,3,2,0,68.0
2018-01-10 04:00:00,33.0,4,2,0,71.0
2018-01-10 04:05:00,68.0,4,2,0,79.0
2018-01-10 04:10:00,57.0,4,2,0,94.0
2018-01-10 04:15:00,35.0,4,2,0,44.0
2018-01-10 04:20:00,70.0,4,2,0,95.0
2018-01-10 04:25:00,75.0,4,2,0,99.0
2018-01-10 04:30:00,59.0,4,2,0,126.0
2018-01-10 04:35:00,99.0,4,2,0,121.0
2018-01-10 04:40:00,87.0,4,2,0,112.0
2018-01-10 04:45:00,90.0,4,2,0,150.0
2018-01-10 04:50:00,93.0,4,2,0,130.0
2018-01-10 04:55:00,133.0,4,2,0,161.0
2018-01-10 05:00:00,111.0,5,2,0,162.0
2018-01-10 05:05:00,128.0,5,2,0,157.0
2018-01-10 05:10:00,139.0,5,2,0,212.0
2018-01-10 05:15:00,160.0,5,2,0,170.0
2018-01-10 05:20:00,123.0,5,2,0,150.0
2018-01-10 05:25:00,146.0,5,2,0,184.0
2018-01-10 05:30:00,125.0,5,2,0,212.0
2018-01-10 05:35:00,192.0,5,2,0,209.0
2018-01-10 05:40:00,193.0,5,2,0,193.0
2018-01-10 05:45:00,228.0,5,2,0,220.0
2018-01-10 05:50:00,188.0,5,2,0,211.0
2018-01-10 05:55:00,224.0,5,2,0,178.0
2018-01-10 06:00:00,158.0,6,2,0,167.0
2018-01-10 06:05:00,169.0,6,2,0,228.0
2018-01-10 06:10:00,206.0,6,2,0,252.0
2018-01-10 06:15:00,216.0,6,2,0,282.0
2018-01-10 06:20:00,195.0,6,2,0,284.0
2018-01-10 06:25:00,210.0,6,2,0,335.0
2018-01-10 06:30:00,303.0,6,2,0,292.0
2018-01-10 06:35:00,274.0,6,2,0,335.0
2018-01-10 06:40:00,288.0,6,2,0,313.0
2018-01-10 06:45:00,416.0,6,2,0,328.0
2018-01-10 06:50:00,319.0,6,2,0,457.0
2018-01-10 06:55:00,302.0,6,2,0,428.0
2018-01-10 07:00:00,338.0,7,2,0,541.0
2018-01-10 07:05:00,405.0,7,2,0,497.0
2018-01-10 07:10:00,362.0,7,2,0,669.0
2018-01-10 07:15:00,362.0,7,2,0,569.0
2018-01-10 07:20:00,287.0,7,2,0,428.0
2018-01-10 07:25:00,315.0,7,2,0,440.0
2018-01-10 07:30:00,392.0,7,2,0,503.0
2018-01-10 07:35:00,313.0,7,2,0,450.0
2018-01-10 07:40:00,298.0,7,2,0,541.0
2018-01-10 07:45:00,315.0,7,2,0,478.0
2018-01-10 07:50:00,197.0,7,2,0,517.0
2018-01-10 07:55:00,338.0,7,2,0,335.0
2018-01-10 08:00:00,332.0,8,2,0,414.0
2018-01-10 08:05:00,197.0,8,2,0,306.0
2018-01-10 08:10:00,389.0,8,2,0,452.0
2018-01-10 08:15:00,236.0,8,2,0,498.0
2018-01-10 08:20:00,253.0,8,2,0,323.0
2018-01-10 08:25:00,242.0,8,2,0,328.0
2018-01-10 08:30:00,282.0,8,2,0,454.0
2018-01-10 08:35:00,262.0,8,2,0,272.0
2018-01-10 08:40:00,298.0,8,2,0,297.0
2018-01-10 08:45:00,347.0,8,2,0,393.0
2018-01-10 08:50:00,356.0,8,2,0,288.0
2018-01-10 08:55:00,372.0,8,2,0,408.0
2018-01-10 09:00:00,374.0,9,2,0,377.0
2018-01-10 09:05:00,339.0,9,2,0,335.0
2018-01-10 09:10:00,370.0,9,2,0,278.0
2018-01-10 09:15:00,398.0,9,2,0,295.0
2018-01-10 09:20:00,478.0,9,2,0,337.0
2018-01-10 09:25:00,329.0,9,2,0,342.0
2018-01-10 09:30:00,364.0,9,2,0,320.0
2018-01-10 09:35:00,406.0,9,2,0,426.0
2018-01-10 09:40:00,403.0,9,2,0,345.0
2018-01-10 09:45:00,366.0,9,2,0,235.0
2018-01-10 09:50:00,319.0,9,2,0,404.0
2018-01-10 09:55:00,432.0,9,2,0,235.0
2018-01-10 10:00:00,278.0,10,2,0,291.0
2018-01-10 10:05:00,359.0,10,2,0,245.0
2018-01-10 10:10:00,324.0,10,2,0,240.0
2018-01-10 10:15:00,271.0,10,2,0,230.0
2018-01-10 10:20:00,368.0,10,2,0,314.0
2018-01-10 10:25:00,338.0,10,2,0,223.0
2018-01-10 10:30:00,278.0,10,2,0,253.0
2018-01-10 10:35:00,329.0,10,2,0,344.0
2018-01-10 10:40:00,257.0,10,2,0,249.0
2018-01-10 10:45:00,309.0,10,2,0,276.0
2018-01-10 10:50:00,305.0,10,2,0,257.0
2018-01-10 10:55:00,319.0,10,2,0,247.0
2018-01-10 11:00:00,308.0,11,2,0,238.0
2018-01-10 11:05:00,255.0,11,2,0,275.0
2018-01-10 11:10:00,279.0,11,2,0,210.0
2018-01-10 11:15:00,309.0,11,2,0,213.0
2018-01-10 11:20:00,303.0,11,2,0,248.0
2018-01-10 11:25:00,316.0,11,2,0,312.0
2018-01-10 11:30:00,276.0,11,2,0,286.0
2018-01-10 11:35:00,370.0,11,2,0,253.0
2018-01-10 11:40:00,327.0,11,2,0,300.0
2018-01-10 11:45:00,276.0,11,2,0,204.0
2018-01-10 11:50:00,316.0,11,2,0,291.0
2018-01-10 11:55:00,293.0,11,2,0,262.0
2018-01-10 12:00:00,283.0,12,2,0,188.0
2018-01-10 12:05:00,250.0,12,2,0,225.0
2018-01-10 12:10:00,274.0,12,2,0,192.0
2018-01-10 12:15:00,308.0,12,2,0,267.0
2018-01-10 12:20:00,334.0,12,2,0,237.0
2018-01-10 12:25:00,240.0,12,2,0,231.0
2018-01-10 12:30:00,309.0,12,2,0,196.0
2018-01-10 12:35:00,335.0,12,2,0,257.0
2018-01-10 12:40:00,337.0,12,2,0,242.0
2018-01-10 12:45:00,334.0,12,2,0,225.0
2018-01-10 12:50:00,381.0,12,2,0,237.0
2018-01-10 12:55:00,395.0,12,2,0,292.0
2018-01-10 13:00:00,319.0,13,2,0,195.0
2018-01-10 13:05:00,318.0,13,2,0,244.0
2018-01-10 13:10:00,337.0,13,2,0,292.0
2018-01-10 13:15:00,381.0,13,2,0,256.0
2018-01-10 13:20:00,363.0,13,2,0,370.0
2018-01-10 13:25:00,405.0,13,2,0,213.0
2018-01-10 13:30:00,360.0,13,2,0,292.0
2018-01-10 13:35:00,339.0,13,2,0,291.0
2018-01-10 13:40:00,365.0,13,2,0,295.0
2018-01-10 13:45:00,415.0,13,2,0,206.0
2018-01-10 13:50:00,404.0,13,2,0,294.0
2018-01-10 13:55:00,286.0,13,2,0,322.0
2018-01-10 14:00:00,311.0,14,2,0,361.0
2018-01-10 14:05:00,326.0,14,2,0,315.0
2018-01-10 14:10:00,358.0,14,2,0,368.0
2018-01-10 14:15:00,396.0,14,2,0,313.0
2018-01-10 14:20:00,452.0,14,2,0,391.0
2018-01-10 14:25:00,412.0,14,2,0,384.0
2018-01-10 14:30:00,385.0,14,2,0,398.0
2018-01-10 14:35:00,378.0,14,2,0,293.0
2018-01-10 14:40:00,353.0,14,2,0,387.0
2018-01-10 14:45:00,398.0,14,2,0,360.0
2018-01-10 14:50:00,450.0,14,2,0,443.0
2018-01-10 14:55:00,364.0,14,2,0,322.0
2018-01-10 15:00:00,372.0,15,2,0,380.0
2018-01-10 15:05:00,414.0,15,2,0,383.0
2018-01-10 15:10:00,396.0,15,2,0,387.0
2018-01-10 15:15:00,367.0,15,2,0,378.0
2018-01-10 15:20:00,365.0,15,2,0,335.0
2018-01-10 15:25:00,362.0,15,2,0,379.0
2018-01-10 15:30:00,335.0,15,2,0,246.0
2018-01-10 15:35:00,335.0,15,2,0,420.0
2018-01-10 15:40:00,380.0,15,2,0,451.0
2018-01-10 15:45:00,332.0,15,2,0,393.0
2018-01-10 15:50:00,420.0,15,2,0,440.0
2018-01-10 15:55:00,361.0,15,2,0,487.0
2018-01-10 16:00:00,402.0,16,2,0,353.0
2018-01-10 16:05:00,387.0,16,2,0,500.0
2018-01-10 16:10:00,412.0,16,2,0,381.0
2018-01-10 16:15:00,417.0,16,2,0,251.0
2018-01-10 16:20:00,380.0,16,2,0,390.0
2018-01-10 16:25:00,405.0,16,2,0,386.0
2018-01-10 16:30:00,378.0,16,2,0,442.0
2018-01-10 16:35:00,424.0,16,2,0,355.0
2018-01-10 16:40:00,358.0,16,2,0,503.0
2018-01-10 16:45:00,396.0,16,2,0,479.0
2018-01-10 16:50:00,414.0,16,2,0,477.0
2018-01-10 16:55:00,361.0,16,2,0,483.0
2018-01-10 17:00:00,373.0,17,2,0,487.0
2018-01-10 17:05:00,374.0,17,2,0,598.0
2018-01-10 17:10:00,479.0,17,2,0,523.0
2018-01-10 17:15:00,380.0,17,2,0,475.0
2018-01-10 17:20:00,374.0,17,2,0,425.0
2018-01-10 17:25:00,429.0,17,2,0,511.0
2018-01-10 17:30:00,373.0,17,2,0,430.0
2018-01-10 17:35:00,412.0,17,2,0,430.0
